cell,leg,rep,nul,pos,con,read,inp,spell,outcome,msg,expected
c02159,A,namedlit,1,capture,while_g,print,1,inline,correct,,NUL|1
c02160,A,namedlit,1,loopvar,nenull,print,0,inline,correct,,p|1
c02161,A,namedlit,1,loopvar,nenull,print,1,inline,correct,,NUL|1
c02162,A,namedlit,1,loopvar,eqnull_else,print,0,inline,correct,,p|1
c02163,A,namedlit,1,loopvar,eqnull_else,print,1,inline,correct,,NUL|1
c02164,A,namedlit,1,loopvar,is_t,print,0,inline,correct,,p|1
c02165,A,namedlit,1,loopvar,is_t,print,1,inline,correct,,NUL|1
c02166,A,namedlit,1,loopvar,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02167,A,namedlit,1,loopvar,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02168,A,namedlit,1,loopvar,andguard,print,0,inline,correct,,true|1
c02169,A,namedlit,1,loopvar,andguard,print,1,inline,correct,,false|1
c02170,A,namedlit,1,loopvar,coalesce,print,0,inline,correct,,p|1
c02171,A,namedlit,1,loopvar,coalesce,print,1,inline,correct,,q|1
c02172,A,namedlit,1,loopvar,printdirect,print,0,inline,correct,,p|1
c02173,A,namedlit,1,loopvar,printdirect,print,1,inline,correct,,null|1
c02174,A,namedlit,1,loopvar,eqnullcmp,print,0,inline,correct,,false|1
c02175,A,namedlit,1,loopvar,eqnullcmp,print,1,inline,correct,,true|1
c02176,A,namedlit,1,loopvar,while_g,print,0,inline,correct,,p|1
c02177,A,namedlit,1,loopvar,while_g,print,1,inline,correct,,NUL|1
c02178,A,inlinelit,0,const_local,direct,print,0,inline,correct,,p|1
c02179,A,inlinelit,0,const_local,direct,print,1,inline,correct,,q|1
c02180,A,inlinelit,0,const_local,is_t,print,0,inline,correct,,p|1
c02181,A,inlinelit,0,const_local,is_t,print,1,inline,correct,,q|1
c02182,A,inlinelit,0,const_local,eqcmp,print,0,inline,correct,,true|1
c02183,A,inlinelit,0,const_local,eqcmp,print,1,inline,correct,,false|1
c02184,A,inlinelit,0,const_local,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02185,A,inlinelit,0,const_local,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02186,A,inlinelit,0,const_local,printdirect,print,0,inline,correct,,p|1
c02187,A,inlinelit,0,const_local,printdirect,print,1,inline,correct,,q|1
c02188,A,inlinelit,0,let_local,direct,print,0,inline,correct,,p|1
c02189,A,inlinelit,0,let_local,direct,print,1,inline,correct,,q|1
c02190,A,inlinelit,0,let_local,is_t,print,0,inline,correct,,p|1
c02191,A,inlinelit,0,let_local,is_t,print,1,inline,correct,,q|1
c02192,A,inlinelit,0,let_local,eqcmp,print,0,inline,correct,,true|1
c02193,A,inlinelit,0,let_local,eqcmp,print,1,inline,correct,,false|1
c02194,A,inlinelit,0,let_local,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02195,A,inlinelit,0,let_local,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02196,A,inlinelit,0,let_local,printdirect,print,0,inline,correct,,p|1
c02197,A,inlinelit,0,let_local,printdirect,print,1,inline,correct,,q|1
c02198,A,inlinelit,0,param,direct,print,0,inline,correct,,p|1
c02199,A,inlinelit,0,param,direct,print,1,inline,correct,,q|1
c02200,A,inlinelit,0,param,is_t,print,0,inline,correct,,p|1
c02201,A,inlinelit,0,param,is_t,print,1,inline,correct,,q|1
c02202,A,inlinelit,0,param,eqcmp,print,0,inline,correct,,true|1
c02203,A,inlinelit,0,param,eqcmp,print,1,inline,correct,,false|1
c02204,A,inlinelit,0,param,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02205,A,inlinelit,0,param,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02206,A,inlinelit,0,param,printdirect,print,0,inline,correct,,p|1
c02207,A,inlinelit,0,param,printdirect,print,1,inline,correct,,q|1
c02208,A,inlinelit,0,ret_unann,direct,print,0,inline,correct,,p|1
c02209,A,inlinelit,0,ret_unann,direct,print,1,inline,correct,,q|1
c02210,A,inlinelit,0,ret_unann,is_t,print,0,inline,correct,,p|1
c02211,A,inlinelit,0,ret_unann,is_t,print,1,inline,correct,,q|1
c02212,A,inlinelit,0,ret_unann,eqcmp,print,0,inline,correct,,true|1
c02213,A,inlinelit,0,ret_unann,eqcmp,print,1,inline,correct,,false|1
c02214,A,inlinelit,0,ret_unann,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02215,A,inlinelit,0,ret_unann,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02216,A,inlinelit,0,ret_unann,printdirect,print,0,inline,correct,,p|1
c02217,A,inlinelit,0,ret_unann,printdirect,print,1,inline,correct,,q|1
c02218,A,inlinelit,0,ret_ann,direct,print,0,inline,correct,,p|1
c02219,A,inlinelit,0,ret_ann,direct,print,1,inline,correct,,q|1
c02220,A,inlinelit,0,ret_ann,is_t,print,0,inline,correct,,p|1
c02221,A,inlinelit,0,ret_ann,is_t,print,1,inline,correct,,q|1
c02222,A,inlinelit,0,ret_ann,eqcmp,print,0,inline,correct,,true|1
c02223,A,inlinelit,0,ret_ann,eqcmp,print,1,inline,correct,,false|1
c02224,A,inlinelit,0,ret_ann,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02225,A,inlinelit,0,ret_ann,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02226,A,inlinelit,0,ret_ann,printdirect,print,0,inline,correct,,p|1
c02227,A,inlinelit,0,ret_ann,printdirect,print,1,inline,correct,,q|1
c02228,A,inlinelit,0,global,direct,print,0,inline,correct,,p|1
c02229,A,inlinelit,0,global,direct,print,1,inline,correct,,q|1
c02230,A,inlinelit,0,global,is_t,print,0,inline,correct,,p|1
c02231,A,inlinelit,0,global,is_t,print,1,inline,correct,,q|1
c02232,A,inlinelit,0,global,eqcmp,print,0,inline,correct,,true|1
c02233,A,inlinelit,0,global,eqcmp,print,1,inline,correct,,false|1
c02234,A,inlinelit,0,global,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02235,A,inlinelit,0,global,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02236,A,inlinelit,0,global,printdirect,print,0,inline,correct,,p|1
c02237,A,inlinelit,0,global,printdirect,print,1,inline,correct,,q|1
c02238,A,inlinelit,0,field,direct,print,0,inline,correct,,p|1
c02239,A,inlinelit,0,field,direct,print,1,inline,correct,,q|1
c02240,A,inlinelit,0,field,is_t,print,0,inline,correct,,p|1
c02241,A,inlinelit,0,field,is_t,print,1,inline,correct,,q|1
c02242,A,inlinelit,0,field,eqcmp,print,0,inline,correct,,true|1
c02243,A,inlinelit,0,field,eqcmp,print,1,inline,correct,,false|1
c02244,A,inlinelit,0,field,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02245,A,inlinelit,0,field,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02246,A,inlinelit,0,field,printdirect,print,0,inline,correct,,p|1
c02247,A,inlinelit,0,field,printdirect,print,1,inline,correct,,q|1
c02248,A,inlinelit,0,elem,direct,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02249,A,inlinelit,0,elem,direct,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02250,A,inlinelit,0,elem,is_t,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02251,A,inlinelit,0,elem,is_t,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02252,A,inlinelit,0,elem,eqcmp,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,true|1
c02253,A,inlinelit,0,elem,eqcmp,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,false|1
c02254,A,inlinelit,0,elem,coalesce,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02255,A,inlinelit,0,elem,coalesce,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02256,A,inlinelit,0,elem,printdirect,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02257,A,inlinelit,0,elem,printdirect,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02258,A,inlinelit,0,mapval,direct,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02259,A,inlinelit,0,mapval,direct,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02260,A,inlinelit,0,mapval,is_t,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02261,A,inlinelit,0,mapval,is_t,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02262,A,inlinelit,0,mapval,eqcmp,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,true|1
c02263,A,inlinelit,0,mapval,eqcmp,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,false|1
c02264,A,inlinelit,0,mapval,coalesce,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02265,A,inlinelit,0,mapval,coalesce,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02266,A,inlinelit,0,mapval,printdirect,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02267,A,inlinelit,0,mapval,printdirect,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02268,A,inlinelit,0,capture,direct,print,0,inline,correct,,p|1
c02269,A,inlinelit,0,capture,direct,print,1,inline,correct,,q|1
c02270,A,inlinelit,0,capture,is_t,print,0,inline,correct,,p|1
c02271,A,inlinelit,0,capture,is_t,print,1,inline,correct,,q|1
c02272,A,inlinelit,0,capture,eqcmp,print,0,inline,correct,,true|1
c02273,A,inlinelit,0,capture,eqcmp,print,1,inline,correct,,false|1
c02274,A,inlinelit,0,capture,coalesce,print,0,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,p|1
c02275,A,inlinelit,0,capture,coalesce,print,1,inline,loud_emit_reject,emitProgram: `??` is only supported on a map index get,q|1
c02276,A,inlinelit,0,capture,printdirect,print,0,inline,correct,,p|1
c02277,A,inlinelit,0,capture,printdirect,print,1,inline,correct,,q|1
c02278,A,inlinelit,0,loopvar,direct,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02279,A,inlinelit,0,loopvar,direct,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02280,A,inlinelit,0,loopvar,is_t,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02281,A,inlinelit,0,loopvar,is_t,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02282,A,inlinelit,0,loopvar,eqcmp,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,true|1
c02283,A,inlinelit,0,loopvar,eqcmp,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,false|1
c02284,A,inlinelit,0,loopvar,coalesce,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02285,A,inlinelit,0,loopvar,coalesce,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02286,A,inlinelit,0,loopvar,printdirect,print,0,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,p|1
c02287,A,inlinelit,0,loopvar,printdirect,print,1,inline,loud_emit_reject,emitProgram: literal-union atom narrowing needs a re-readable receiver,q|1
c02288,A,inlinelit,1,const_local,nenull,print,0,inline,correct,,p|1
c02289,A,inlinelit,1,const_local,nenull,print,1,inline,correct,,NUL|1
c02290,A,inlinelit,1,const_local,eqnull_else,print,0,inline,correct,,p|1
c02291,A,inlinelit,1,const_local,eqnull_else,print,1,inline,correct,,NUL|1
c02292,A,inlinelit,1,const_local,is_t,print,0,inline,correct,,p|1
c02293,A,inlinelit,1,const_local,is_t,print,1,inline,correct,,NUL|1
c02294,A,inlinelit,1,const_local,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02295,A,inlinelit,1,const_local,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02296,A,inlinelit,1,const_local,andguard,print,0,inline,correct,,true|1
c02297,A,inlinelit,1,const_local,andguard,print,1,inline,correct,,false|1
c02298,A,inlinelit,1,const_local,coalesce,print,0,inline,correct,,p|1
c02299,A,inlinelit,1,const_local,coalesce,print,1,inline,correct,,q|1
c02300,A,inlinelit,1,const_local,printdirect,print,0,inline,correct,,p|1
c02301,A,inlinelit,1,const_local,printdirect,print,1,inline,correct,,null|1
c02302,A,inlinelit,1,const_local,eqnullcmp,print,0,inline,correct,,false|1
c02303,A,inlinelit,1,const_local,eqnullcmp,print,1,inline,correct,,true|1
c02304,A,inlinelit,1,const_local,while_g,print,0,inline,correct,,p|1
c02305,A,inlinelit,1,const_local,while_g,print,1,inline,correct,,NUL|1
c02306,A,inlinelit,1,let_local,nenull,print,0,inline,correct,,p|1
c02307,A,inlinelit,1,let_local,nenull,print,1,inline,correct,,NUL|1
c02308,A,inlinelit,1,let_local,eqnull_else,print,0,inline,correct,,p|1
c02309,A,inlinelit,1,let_local,eqnull_else,print,1,inline,correct,,NUL|1
c02310,A,inlinelit,1,let_local,is_t,print,0,inline,correct,,p|1
c02311,A,inlinelit,1,let_local,is_t,print,1,inline,correct,,NUL|1
c02312,A,inlinelit,1,let_local,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02313,A,inlinelit,1,let_local,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02314,A,inlinelit,1,let_local,andguard,print,0,inline,correct,,true|1
c02315,A,inlinelit,1,let_local,andguard,print,1,inline,correct,,false|1
c02316,A,inlinelit,1,let_local,coalesce,print,0,inline,correct,,p|1
c02317,A,inlinelit,1,let_local,coalesce,print,1,inline,correct,,q|1
c02318,A,inlinelit,1,let_local,printdirect,print,0,inline,correct,,p|1
c02319,A,inlinelit,1,let_local,printdirect,print,1,inline,correct,,null|1
c02320,A,inlinelit,1,let_local,eqnullcmp,print,0,inline,correct,,false|1
c02321,A,inlinelit,1,let_local,eqnullcmp,print,1,inline,correct,,true|1
c02322,A,inlinelit,1,let_local,while_g,print,0,inline,correct,,p|1
c02323,A,inlinelit,1,let_local,while_g,print,1,inline,correct,,NUL|1
c02324,A,inlinelit,1,param,nenull,print,0,inline,correct,,p|1
c02325,A,inlinelit,1,param,nenull,print,1,inline,correct,,NUL|1
c02326,A,inlinelit,1,param,eqnull_else,print,0,inline,correct,,p|1
c02327,A,inlinelit,1,param,eqnull_else,print,1,inline,correct,,NUL|1
c02328,A,inlinelit,1,param,is_t,print,0,inline,correct,,p|1
c02329,A,inlinelit,1,param,is_t,print,1,inline,correct,,NUL|1
c02330,A,inlinelit,1,param,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02331,A,inlinelit,1,param,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02332,A,inlinelit,1,param,andguard,print,0,inline,correct,,true|1
c02333,A,inlinelit,1,param,andguard,print,1,inline,correct,,false|1
c02334,A,inlinelit,1,param,coalesce,print,0,inline,correct,,p|1
c02335,A,inlinelit,1,param,coalesce,print,1,inline,correct,,q|1
c02336,A,inlinelit,1,param,printdirect,print,0,inline,correct,,p|1
c02337,A,inlinelit,1,param,printdirect,print,1,inline,correct,,null|1
c02338,A,inlinelit,1,param,eqnullcmp,print,0,inline,correct,,false|1
c02339,A,inlinelit,1,param,eqnullcmp,print,1,inline,correct,,true|1
c02340,A,inlinelit,1,param,while_g,print,0,inline,correct,,p|1
c02341,A,inlinelit,1,param,while_g,print,1,inline,correct,,NUL|1
c02342,A,inlinelit,1,ret_unann,nenull,print,0,inline,correct,,p|1
c02343,A,inlinelit,1,ret_unann,nenull,print,1,inline,correct,,NUL|1
c02344,A,inlinelit,1,ret_unann,eqnull_else,print,0,inline,correct,,p|1
c02345,A,inlinelit,1,ret_unann,eqnull_else,print,1,inline,correct,,NUL|1
c02346,A,inlinelit,1,ret_unann,is_t,print,0,inline,correct,,p|1
c02347,A,inlinelit,1,ret_unann,is_t,print,1,inline,correct,,NUL|1
c02348,A,inlinelit,1,ret_unann,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02349,A,inlinelit,1,ret_unann,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02350,A,inlinelit,1,ret_unann,andguard,print,0,inline,correct,,true|1
c02351,A,inlinelit,1,ret_unann,andguard,print,1,inline,correct,,false|1
c02352,A,inlinelit,1,ret_unann,coalesce,print,0,inline,correct,,p|1
c02353,A,inlinelit,1,ret_unann,coalesce,print,1,inline,correct,,q|1
c02354,A,inlinelit,1,ret_unann,printdirect,print,0,inline,correct,,p|1
c02355,A,inlinelit,1,ret_unann,printdirect,print,1,inline,correct,,null|1
c02356,A,inlinelit,1,ret_unann,eqnullcmp,print,0,inline,correct,,false|1
c02357,A,inlinelit,1,ret_unann,eqnullcmp,print,1,inline,correct,,true|1
c02358,A,inlinelit,1,ret_unann,while_g,print,0,inline,correct,,p|1
c02359,A,inlinelit,1,ret_unann,while_g,print,1,inline,correct,,NUL|1
c02360,A,inlinelit,1,ret_ann,nenull,print,0,inline,correct,,p|1
c02361,A,inlinelit,1,ret_ann,nenull,print,1,inline,correct,,NUL|1
c02362,A,inlinelit,1,ret_ann,eqnull_else,print,0,inline,correct,,p|1
c02363,A,inlinelit,1,ret_ann,eqnull_else,print,1,inline,correct,,NUL|1
c02364,A,inlinelit,1,ret_ann,is_t,print,0,inline,correct,,p|1
c02365,A,inlinelit,1,ret_ann,is_t,print,1,inline,correct,,NUL|1
c02366,A,inlinelit,1,ret_ann,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02367,A,inlinelit,1,ret_ann,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02368,A,inlinelit,1,ret_ann,andguard,print,0,inline,correct,,true|1
c02369,A,inlinelit,1,ret_ann,andguard,print,1,inline,correct,,false|1
c02370,A,inlinelit,1,ret_ann,coalesce,print,0,inline,correct,,p|1
c02371,A,inlinelit,1,ret_ann,coalesce,print,1,inline,correct,,q|1
c02372,A,inlinelit,1,ret_ann,printdirect,print,0,inline,correct,,p|1
c02373,A,inlinelit,1,ret_ann,printdirect,print,1,inline,correct,,null|1
c02374,A,inlinelit,1,ret_ann,eqnullcmp,print,0,inline,correct,,false|1
c02375,A,inlinelit,1,ret_ann,eqnullcmp,print,1,inline,correct,,true|1
c02376,A,inlinelit,1,ret_ann,while_g,print,0,inline,correct,,p|1
c02377,A,inlinelit,1,ret_ann,while_g,print,1,inline,correct,,NUL|1
c02378,A,inlinelit,1,global,nenull,print,0,inline,correct,,p|1
c02379,A,inlinelit,1,global,nenull,print,1,inline,correct,,NUL|1
c02380,A,inlinelit,1,global,eqnull_else,print,0,inline,correct,,p|1
c02381,A,inlinelit,1,global,eqnull_else,print,1,inline,correct,,NUL|1
c02382,A,inlinelit,1,global,is_t,print,0,inline,correct,,p|1
c02383,A,inlinelit,1,global,is_t,print,1,inline,correct,,NUL|1
c02384,A,inlinelit,1,global,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02385,A,inlinelit,1,global,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02386,A,inlinelit,1,global,andguard,print,0,inline,correct,,true|1
c02387,A,inlinelit,1,global,andguard,print,1,inline,correct,,false|1
c02388,A,inlinelit,1,global,coalesce,print,0,inline,correct,,p|1
c02389,A,inlinelit,1,global,coalesce,print,1,inline,correct,,q|1
c02390,A,inlinelit,1,global,printdirect,print,0,inline,correct,,p|1
c02391,A,inlinelit,1,global,printdirect,print,1,inline,correct,,null|1
c02392,A,inlinelit,1,global,eqnullcmp,print,0,inline,correct,,false|1
c02393,A,inlinelit,1,global,eqnullcmp,print,1,inline,correct,,true|1
c02394,A,inlinelit,1,global,while_g,print,0,inline,correct,,p|1
c02395,A,inlinelit,1,global,while_g,print,1,inline,correct,,NUL|1
c02396,A,inlinelit,1,field,nenull,print,0,inline,correct,,p|1
c02397,A,inlinelit,1,field,nenull,print,1,inline,correct,,NUL|1
c02398,A,inlinelit,1,field,eqnull_else,print,0,inline,correct,,p|1
c02399,A,inlinelit,1,field,eqnull_else,print,1,inline,correct,,NUL|1
c02400,A,inlinelit,1,field,is_t,print,0,inline,correct,,p|1
c02401,A,inlinelit,1,field,is_t,print,1,inline,correct,,NUL|1
c02402,A,inlinelit,1,field,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02403,A,inlinelit,1,field,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02404,A,inlinelit,1,field,andguard,print,0,inline,correct,,true|1
c02405,A,inlinelit,1,field,andguard,print,1,inline,correct,,false|1
c02406,A,inlinelit,1,field,coalesce,print,0,inline,correct,,p|1
c02407,A,inlinelit,1,field,coalesce,print,1,inline,correct,,q|1
c02408,A,inlinelit,1,field,printdirect,print,0,inline,correct,,p|1
c02409,A,inlinelit,1,field,printdirect,print,1,inline,correct,,null|1
c02410,A,inlinelit,1,field,eqnullcmp,print,0,inline,correct,,false|1
c02411,A,inlinelit,1,field,eqnullcmp,print,1,inline,correct,,true|1
c02412,A,inlinelit,1,field,while_g,print,0,inline,correct,,p|1
c02413,A,inlinelit,1,field,while_g,print,1,inline,correct,,NUL|1
c02414,A,inlinelit,1,elem,nenull,print,0,inline,correct,,p|1
c02415,A,inlinelit,1,elem,nenull,print,1,inline,correct,,NUL|1
c02416,A,inlinelit,1,elem,eqnull_else,print,0,inline,correct,,p|1
c02417,A,inlinelit,1,elem,eqnull_else,print,1,inline,correct,,NUL|1
c02418,A,inlinelit,1,elem,is_t,print,0,inline,correct,,p|1
c02419,A,inlinelit,1,elem,is_t,print,1,inline,correct,,NUL|1
c02420,A,inlinelit,1,elem,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02421,A,inlinelit,1,elem,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02422,A,inlinelit,1,elem,andguard,print,0,inline,correct,,true|1
c02423,A,inlinelit,1,elem,andguard,print,1,inline,correct,,false|1
c02424,A,inlinelit,1,elem,coalesce,print,0,inline,correct,,p|1
c02425,A,inlinelit,1,elem,coalesce,print,1,inline,correct,,q|1
c02426,A,inlinelit,1,elem,printdirect,print,0,inline,correct,,p|1
c02427,A,inlinelit,1,elem,printdirect,print,1,inline,correct,,null|1
c02428,A,inlinelit,1,elem,eqnullcmp,print,0,inline,correct,,false|1
c02429,A,inlinelit,1,elem,eqnullcmp,print,1,inline,correct,,true|1
c02430,A,inlinelit,1,elem,while_g,print,0,inline,correct,,p|1
c02431,A,inlinelit,1,elem,while_g,print,1,inline,correct,,NUL|1
c02432,A,inlinelit,1,mapval,nenull,print,0,inline,correct,,p|1
c02433,A,inlinelit,1,mapval,nenull,print,1,inline,correct,,NUL|1
c02434,A,inlinelit,1,mapval,eqnull_else,print,0,inline,correct,,p|1
c02435,A,inlinelit,1,mapval,eqnull_else,print,1,inline,correct,,NUL|1
c02436,A,inlinelit,1,mapval,is_t,print,0,inline,correct,,p|1
c02437,A,inlinelit,1,mapval,is_t,print,1,inline,correct,,NUL|1
c02438,A,inlinelit,1,mapval,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""??",p|1
c02439,A,inlinelit,1,mapval,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""??",NUL|1
c02440,A,inlinelit,1,mapval,andguard,print,0,inline,correct,,true|1
c02441,A,inlinelit,1,mapval,andguard,print,1,inline,correct,,false|1
c02442,A,inlinelit,1,mapval,coalesce,print,0,inline,correct,,p|1
c02443,A,inlinelit,1,mapval,coalesce,print,1,inline,correct,,q|1
c02444,A,inlinelit,1,mapval,printdirect,print,0,inline,correct,,p|1
c02445,A,inlinelit,1,mapval,printdirect,print,1,inline,correct,,null|1
c02446,A,inlinelit,1,mapval,eqnullcmp,print,0,inline,correct,,false|1
c02447,A,inlinelit,1,mapval,eqnullcmp,print,1,inline,correct,,true|1
c02448,A,inlinelit,1,mapval,while_g,print,0,inline,correct,,p|1
c02449,A,inlinelit,1,mapval,while_g,print,1,inline,correct,,NUL|1
c02450,A,inlinelit,1,capture,nenull,print,0,inline,correct,,p|1
c02451,A,inlinelit,1,capture,nenull,print,1,inline,correct,,NUL|1
c02452,A,inlinelit,1,capture,eqnull_else,print,0,inline,correct,,p|1
c02453,A,inlinelit,1,capture,eqnull_else,print,1,inline,correct,,NUL|1
c02454,A,inlinelit,1,capture,is_t,print,0,inline,correct,,p|1
c02455,A,inlinelit,1,capture,is_t,print,1,inline,correct,,NUL|1
c02456,A,inlinelit,1,capture,match_null,print,0,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",p|1
c02457,A,inlinelit,1,capture,match_null,print,1,inline,loud_check_reject,"[ERROR]: match over a union with literal members is not supported — compare them with `==` in an if-chain, got ""p"" | ""q""?",NUL|1
c02458,A,inlinelit,1,capture,andguard,print,0,inline,correct,,true|1
c02459,A,inlinelit,1,capture,andguard,print,1,inline,correct,,false|1
c02460,A,inlinelit,1,capture,coalesce,print,0,inline,correct,,p|1
c02461,A,inlinelit,1,capture,coalesce,print,1,inline,correct,,q|1
